"","Items","quantity","price","total","y"
"5875","MilanPMirror",1,5.7,5.7,2019-10-21
"5876","LoofahPack",1,29.4,29.4,2019-10-21
"5877","Package2",2,34.8,69.6,2019-10-21
"5878","Package3",4,34.9,139.6,2019-10-21
"5879","Package4",3,24.9,74.7,2019-10-21
"5880","Package5",4,24.8,99.2,2019-10-21
"5881","DriedBoquet1",1,49.5,49.5,2019-10-22
"5882","DriedBoquet2",3,41,123,2019-10-22
"5883","EucalyptSmudge",5,15.6,78,2019-10-22
"5884","SageSmudge",1,16.3,16.3,2019-10-22
"5885","RosePotpourri",1,12,12,2019-10-22
"5886","CDiskBamboo",4,29,116,2019-10-22
"5887","CDiskCoconut",3,26.9,80.7,2019-10-22
"5888","SmudgeBundle",4,53.3,213.2,2019-10-22
"5889","LoofahPack",5,12.1,60.5,2019-10-22
"5890","Package1",1,52.7,52.7,2019-10-22
"5891","BeeswaxCandle",1,27.2,27.2,2019-10-22
"5892","PackTeaCandles",2,8,16,2019-10-22
"5893","DreamPouch",2,18.8,37.6,2019-10-22
"5894","ParisPMirror",3,6.6,19.8,2019-10-22
"5895","MilanPMirror",1,5.7,5.7,2019-10-22
"5896","LoofahPack",1,29.4,29.4,2019-10-22
"5897","Package2",2,34.8,69.6,2019-10-22
"5898","Package3",4,34.9,139.6,2019-10-22
"5899","Package4",3,24.9,74.7,2019-10-22
"5900","Package5",4,24.8,99.2,2019-10-22
"5901","DriedBoquet1",1,49.5,49.5,2019-10-23
"5902","DriedBoquet2",3,41,123,2019-10-23
"5903","EucalyptSmudge",5,15.6,78,2019-10-23
"5904","SageSmudge",1,16.3,16.3,2019-10-23
"5905","RosePotpourri",1,12,12,2019-10-23
"5906","CDiskBamboo",4,29,116,2019-10-23
"5907","CDiskCoconut",3,26.9,80.7,2019-10-23
"5908","SmudgeBundle",4,53.3,213.2,2019-10-23
"5909","LoofahPack",5,12.1,60.5,2019-10-23
"5910","Package1",1,52.7,52.7,2019-10-23
"5911","BeeswaxCandle",1,27.2,27.2,2019-10-23
"5912","PackTeaCandles",2,8,16,2019-10-23
"5913","DreamPouch",2,18.8,37.6,2019-10-23
"5914","ParisPMirror",3,6.6,19.8,2019-10-23
"5915","MilanPMirror",1,5.7,5.7,2019-10-23
"5916","LoofahPack",1,29.4,29.4,2019-10-23
"5917","Package2",2,34.8,69.6,2019-10-23
"5918","Package3",4,34.9,139.6,2019-10-23
"5919","Package4",3,24.9,74.7,2019-10-23
"5920","Package5",4,24.8,99.2,2019-10-23
"5921","DriedBoquet1",1,49.5,49.5,2019-10-24
"5922","DriedBoquet2",3,41,123,2019-10-24
"5923","EucalyptSmudge",5,15.6,78,2019-10-24
"5924","SageSmudge",1,16.3,16.3,2019-10-24
"5925","RosePotpourri",1,12,12,2019-10-24
"5926","CDiskBamboo",4,29,116,2019-10-24
"5927","CDiskCoconut",3,26.9,80.7,2019-10-24
"5928","SmudgeBundle",4,53.3,213.2,2019-10-24
"5929","LoofahPack",5,12.1,60.5,2019-10-24
"5930","Package1",1,52.7,52.7,2019-10-24
"5931","BeeswaxCandle",1,27.2,27.2,2019-10-24
"5932","PackTeaCandles",2,8,16,2019-10-24
"5933","DreamPouch",2,18.8,37.6,2019-10-24
"5934","ParisPMirror",3,6.6,19.8,2019-10-24
"5935","MilanPMirror",1,5.7,5.7,2019-10-24
"5936","LoofahPack",1,29.4,29.4,2019-10-24
"5937","Package2",2,34.8,69.6,2019-10-24
"5938","Package3",4,34.9,139.6,2019-10-24
"5939","Package4",3,24.9,74.7,2019-10-24
"5940","Package5",4,24.8,99.2,2019-10-24
"5941","DriedBoquet1",1,49.5,49.5,2019-10-25
"5942","DriedBoquet2",3,41,123,2019-10-25
"5943","EucalyptSmudge",5,15.6,78,2019-10-25
"5944","SageSmudge",1,16.3,16.3,2019-10-25
"5945","RosePotpourri",1,12,12,2019-10-25
"5946","CDiskBamboo",4,29,116,2019-10-25
"5947","CDiskCoconut",3,26.9,80.7,2019-10-25
"5948","SmudgeBundle",4,53.3,213.2,2019-10-25
"5949","LoofahPack",5,12.1,60.5,2019-10-25
"5950","Package1",1,52.7,52.7,2019-10-25
"5951","BeeswaxCandle",1,27.2,27.2,2019-10-25
"5952","PackTeaCandles",2,8,16,2019-10-25
"5953","DreamPouch",2,18.8,37.6,2019-10-25
"5954","ParisPMirror",3,6.6,19.8,2019-10-25
"5955","MilanPMirror",1,5.7,5.7,2019-10-25
"5956","LoofahPack",1,29.4,29.4,2019-10-25
"5957","Package2",2,34.8,69.6,2019-10-25
"5958","Package3",4,34.9,139.6,2019-10-25
"5959","Package4",3,24.9,74.7,2019-10-25
"5960","Package5",4,24.8,99.2,2019-10-25
"5961","DriedBoquet1",1,49.5,49.5,2019-10-26
"5962","DriedBoquet2",3,41,123,2019-10-26
"5963","EucalyptSmudge",5,15.6,78,2019-10-26
"5964","SageSmudge",1,16.3,16.3,2019-10-26
"5965","RosePotpourri",1,12,12,2019-10-26
"5966","CDiskBamboo",4,29,116,2019-10-26
"5967","CDiskCoconut",3,26.9,80.7,2019-10-26
"5968","SmudgeBundle",4,53.3,213.2,2019-10-26
"5969","LoofahPack",5,12.1,60.5,2019-10-26
"5970","Package1",1,52.7,52.7,2019-10-26
"5971","BeeswaxCandle",1,27.2,27.2,2019-10-26
"5972","PackTeaCandles",2,8,16,2019-10-26
"5973","DreamPouch",2,18.8,37.6,2019-10-26
"5974","ParisPMirror",3,6.6,19.8,2019-10-26
"5975","MilanPMirror",1,5.7,5.7,2019-10-26
"5976","LoofahPack",1,29.4,29.4,2019-10-26
"5977","Package2",2,34.8,69.6,2019-10-26
"5978","Package3",4,34.9,139.6,2019-10-26
"5979","Package4",3,24.9,74.7,2019-10-26
"5980","Package5",4,24.8,99.2,2019-10-26
"5981","DriedBoquet1",1,49.5,49.5,2019-10-27
"5982","DriedBoquet2",3,41,123,2019-10-27
"5983","EucalyptSmudge",5,15.6,78,2019-10-27
"5984","SageSmudge",1,16.3,16.3,2019-10-27
"5985","RosePotpourri",1,12,12,2019-10-27
"5986","CDiskBamboo",4,29,116,2019-10-27
"5987","CDiskCoconut",3,26.9,80.7,2019-10-27
"5988","SmudgeBundle",4,53.3,213.2,2019-10-27
"5989","LoofahPack",5,12.1,60.5,2019-10-27
"5990","Package1",1,52.7,52.7,2019-10-27
"5991","BeeswaxCandle",1,27.2,27.2,2019-10-27
"5992","PackTeaCandles",2,8,16,2019-10-27
"5993","DreamPouch",2,18.8,37.6,2019-10-27
"5994","ParisPMirror",3,6.6,19.8,2019-10-27
"5995","MilanPMirror",1,5.7,5.7,2019-10-27
"5996","LoofahPack",1,29.4,29.4,2019-10-27
"5997","Package2",2,34.8,69.6,2019-10-27
"5998","Package3",4,34.9,139.6,2019-10-27
"5999","Package4",3,24.9,74.7,2019-10-27
"6000","Package5",4,24.8,99.2,2019-10-27
"6001","DriedBoquet1",1,49.5,49.5,2019-10-28
"6002","DriedBoquet2",3,41,123,2019-10-28
"6003","EucalyptSmudge",5,15.6,78,2019-10-28
"6004","SageSmudge",1,16.3,16.3,2019-10-28
"6005","RosePotpourri",1,12,12,2019-10-28
"6006","CDiskBamboo",4,29,116,2019-10-28
"6007","CDiskCoconut",3,26.9,80.7,2019-10-28
"6008","SmudgeBundle",4,53.3,213.2,2019-10-28
"6009","LoofahPack",5,12.1,60.5,2019-10-28
"6010","Package1",1,52.7,52.7,2019-10-28
"6011","BeeswaxCandle",1,27.2,27.2,2019-10-28
"6012","PackTeaCandles",2,8,16,2019-10-28
"6013","DreamPouch",2,18.8,37.6,2019-10-28
"6014","ParisPMirror",3,6.6,19.8,2019-10-28
"6015","MilanPMirror",1,5.7,5.7,2019-10-28
"6016","LoofahPack",1,29.4,29.4,2019-10-28
"6017","Package2",2,34.8,69.6,2019-10-28
"6018","Package3",4,34.9,139.6,2019-10-28
"6019","Package4",3,24.9,74.7,2019-10-28
"6020","Package5",4,24.8,99.2,2019-10-28
"6021","DriedBoquet1",1,49.5,49.5,2019-10-29
"6022","DriedBoquet2",3,41,123,2019-10-29
"6023","EucalyptSmudge",5,15.6,78,2019-10-29
"6024","SageSmudge",1,16.3,16.3,2019-10-29
"6025","RosePotpourri",1,12,12,2019-10-29
"6026","CDiskBamboo",4,29,116,2019-10-29
"6027","CDiskCoconut",3,26.9,80.7,2019-10-29
"6028","SmudgeBundle",4,53.3,213.2,2019-10-29
"6029","LoofahPack",5,12.1,60.5,2019-10-29
"6030","Package1",1,52.7,52.7,2019-10-29
"6031","BeeswaxCandle",1,27.2,27.2,2019-10-29
"6032","PackTeaCandles",2,8,16,2019-10-29
"6033","DreamPouch",2,18.8,37.6,2019-10-29
"6034","ParisPMirror",3,6.6,19.8,2019-10-29
"6035","MilanPMirror",1,5.7,5.7,2019-10-29
"6036","LoofahPack",1,29.4,29.4,2019-10-29
"6037","Package2",2,34.8,69.6,2019-10-29
"6038","Package3",4,34.9,139.6,2019-10-29
"6039","Package4",3,24.9,74.7,2019-10-29
"6040","Package5",4,24.8,99.2,2019-10-29
"6041","DriedBoquet1",1,49.5,49.5,2019-10-30
"6042","DriedBoquet2",3,41,123,2019-10-30
"6043","EucalyptSmudge",5,15.6,78,2019-10-30
"6044","SageSmudge",1,16.3,16.3,2019-10-30
"6045","RosePotpourri",1,12,12,2019-10-30
"6046","CDiskBamboo",4,29,116,2019-10-30
"6047","CDiskCoconut",3,26.9,80.7,2019-10-30
"6048","SmudgeBundle",4,53.3,213.2,2019-10-30
"6049","LoofahPack",5,12.1,60.5,2019-10-30
"6050","Package1",1,52.7,52.7,2019-10-30
"6051","BeeswaxCandle",1,27.2,27.2,2019-10-30
"6052","PackTeaCandles",2,8,16,2019-10-30
"6053","DreamPouch",2,18.8,37.6,2019-10-30
"6054","ParisPMirror",3,6.6,19.8,2019-10-30
"6055","MilanPMirror",1,5.7,5.7,2019-10-30
"6056","LoofahPack",1,29.4,29.4,2019-10-30
"6057","Package2",2,34.8,69.6,2019-10-30
"6058","Package3",4,34.9,139.6,2019-10-30
"6059","Package4",3,24.9,74.7,2019-10-30
"6060","Package5",4,24.8,99.2,2019-10-30
"6061","DriedBoquet1",1,49.5,49.5,2019-10-31
"6062","DriedBoquet2",3,41,123,2019-10-31
"6063","EucalyptSmudge",5,15.6,78,2019-10-31
"6064","SageSmudge",1,16.3,16.3,2019-10-31
"6065","RosePotpourri",1,12,12,2019-10-31
"6066","CDiskBamboo",4,29,116,2019-10-31
"6067","CDiskCoconut",3,26.9,80.7,2019-10-31
"6068","SmudgeBundle",4,53.3,213.2,2019-10-31
"6069","LoofahPack",5,12.1,60.5,2019-10-31
"6070","Package1",1,52.7,52.7,2019-10-31
"6071","BeeswaxCandle",1,27.2,27.2,2019-10-31
"6072","PackTeaCandles",2,8,16,2019-10-31
"6073","DreamPouch",2,18.8,37.6,2019-10-31
"6074","ParisPMirror",3,6.6,19.8,2019-10-31
"6075","MilanPMirror",1,5.7,5.7,2019-10-31
"6076","LoofahPack",1,29.4,29.4,2019-10-31
"6077","Package2",2,34.8,69.6,2019-10-31
"6078","Package3",4,34.9,139.6,2019-10-31
"6079","Package4",3,24.9,74.7,2019-10-31
"6080","Package5",4,24.8,99.2,2019-10-31
"6081","DriedBoquet1",1,49.5,49.5,2019-11-01
"6082","DriedBoquet2",3,41,123,2019-11-01
"6083","EucalyptSmudge",5,15.6,78,2019-11-01
"6084","SageSmudge",1,16.3,16.3,2019-11-01
"6085","RosePotpourri",1,12,12,2019-11-01
"6086","CDiskBamboo",4,29,116,2019-11-01
"6087","CDiskCoconut",3,26.9,80.7,2019-11-01
"6088","SmudgeBundle",4,53.3,213.2,2019-11-01
"6089","LoofahPack",5,12.1,60.5,2019-11-01
"6090","Package1",1,52.7,52.7,2019-11-01
"6091","BeeswaxCandle",1,27.2,27.2,2019-11-01
"6092","PackTeaCandles",2,8,16,2019-11-01
"6093","DreamPouch",2,18.8,37.6,2019-11-01
"6094","ParisPMirror",3,6.6,19.8,2019-11-01
"6095","MilanPMirror",1,5.7,5.7,2019-11-01
"6096","LoofahPack",1,29.4,29.4,2019-11-01
"6097","Package2",2,34.8,69.6,2019-11-01
"6098","Package3",4,34.9,139.6,2019-11-01
"6099","Package4",3,24.9,74.7,2019-11-01
"6100","Package5",4,24.8,99.2,2019-11-01
"6101","DriedBoquet1",1,49.5,49.5,2019-11-02
"6102","DriedBoquet2",3,41,123,2019-11-02
"6103","EucalyptSmudge",5,15.6,78,2019-11-02
"6104","SageSmudge",1,16.3,16.3,2019-11-02
"6105","RosePotpourri",1,12,12,2019-11-02
"6106","CDiskBamboo",4,29,116,2019-11-02
"6107","CDiskCoconut",3,26.9,80.7,2019-11-02
"6108","SmudgeBundle",4,53.3,213.2,2019-11-02
"6109","LoofahPack",5,12.1,60.5,2019-11-02
"6110","Package1",1,52.7,52.7,2019-11-02
"6111","BeeswaxCandle",1,27.2,27.2,2019-11-02
"6112","PackTeaCandles",2,8,16,2019-11-02
"6113","DreamPouch",2,18.8,37.6,2019-11-02
"6114","ParisPMirror",3,6.6,19.8,2019-11-02
"6115","MilanPMirror",1,5.7,5.7,2019-11-02
"6116","LoofahPack",1,29.4,29.4,2019-11-02
"6117","Package2",2,34.8,69.6,2019-11-02
"6118","Package3",4,34.9,139.6,2019-11-02
"6119","Package4",3,24.9,74.7,2019-11-02
"6120","Package5",4,24.8,99.2,2019-11-02
"6121","DriedBoquet1",1,49.5,49.5,2019-11-03
"6122","DriedBoquet2",3,41,123,2019-11-03
"6123","EucalyptSmudge",5,15.6,78,2019-11-03
"6124","SageSmudge",1,16.3,16.3,2019-11-03
"6125","RosePotpourri",1,12,12,2019-11-03
"6126","CDiskBamboo",4,29,116,2019-11-03
"6127","CDiskCoconut",3,26.9,80.7,2019-11-03
"6128","SmudgeBundle",4,53.3,213.2,2019-11-03
"6129","LoofahPack",5,12.1,60.5,2019-11-03
"6130","Package1",1,52.7,52.7,2019-11-03
"6131","BeeswaxCandle",1,27.2,27.2,2019-11-03
"6132","PackTeaCandles",2,8,16,2019-11-03
"6133","DreamPouch",2,18.8,37.6,2019-11-03
"6134","ParisPMirror",3,6.6,19.8,2019-11-03
"6135","MilanPMirror",1,5.7,5.7,2019-11-03
"6136","LoofahPack",1,29.4,29.4,2019-11-03
"6137","Package2",2,34.8,69.6,2019-11-03
"6138","Package3",4,34.9,139.6,2019-11-03
"6139","Package4",3,24.9,74.7,2019-11-03
"6140","Package5",4,24.8,99.2,2019-11-03
"6141","DriedBoquet1",1,49.5,49.5,2019-11-04
"6142","DriedBoquet2",3,41,123,2019-11-04
"6143","EucalyptSmudge",5,15.6,78,2019-11-04
"6144","SageSmudge",1,16.3,16.3,2019-11-04
"6145","RosePotpourri",1,12,12,2019-11-04
"6146","CDiskBamboo",4,29,116,2019-11-04
"6147","CDiskCoconut",3,26.9,80.7,2019-11-04
"6148","SmudgeBundle",4,53.3,213.2,2019-11-04
"6149","LoofahPack",5,12.1,60.5,2019-11-04
"6150","Package1",1,52.7,52.7,2019-11-04
"6151","BeeswaxCandle",1,27.2,27.2,2019-11-04
"6152","PackTeaCandles",2,8,16,2019-11-04
"6153","DreamPouch",2,18.8,37.6,2019-11-04
"6154","ParisPMirror",3,6.6,19.8,2019-11-04
"6155","MilanPMirror",1,5.7,5.7,2019-11-04
"6156","LoofahPack",1,29.4,29.4,2019-11-04
"6157","Package2",2,34.8,69.6,2019-11-04
"6158","Package3",4,34.9,139.6,2019-11-04
"6159","Package4",3,24.9,74.7,2019-11-04
"6160","Package5",4,24.8,99.2,2019-11-04
"6161","DriedBoquet1",1,49.5,49.5,2019-11-05
"6162","DriedBoquet2",3,41,123,2019-11-05
"6163","EucalyptSmudge",5,15.6,78,2019-11-05
"6164","SageSmudge",1,16.3,16.3,2019-11-05
"6165","RosePotpourri",1,12,12,2019-11-05
"6166","CDiskBamboo",4,29,116,2019-11-05
"6167","CDiskCoconut",3,26.9,80.7,2019-11-05
"6168","SmudgeBundle",4,53.3,213.2,2019-11-05
"6169","LoofahPack",5,12.1,60.5,2019-11-05
"6170","Package1",1,52.7,52.7,2019-11-05
"6171","BeeswaxCandle",1,27.2,27.2,2019-11-05
"6172","PackTeaCandles",2,8,16,2019-11-05
"6173","DreamPouch",2,18.8,37.6,2019-11-05
"6174","ParisPMirror",3,6.6,19.8,2019-11-05
"6175","MilanPMirror",1,5.7,5.7,2019-11-05
"6176","LoofahPack",1,29.4,29.4,2019-11-05
"6177","Package2",2,34.8,69.6,2019-11-05
"6178","Package3",4,34.9,139.6,2019-11-05
"6179","Package4",3,24.9,74.7,2019-11-05
"6180","Package5",4,24.8,99.2,2019-11-05
"6181","DriedBoquet1",1,49.5,49.5,2019-11-06
"6182","DriedBoquet2",3,41,123,2019-11-06
"6183","EucalyptSmudge",5,15.6,78,2019-11-06
"6184","SageSmudge",1,16.3,16.3,2019-11-06
"6185","RosePotpourri",1,12,12,2019-11-06
"6186","CDiskBamboo",4,29,116,2019-11-06
"6187","CDiskCoconut",3,26.9,80.7,2019-11-06
"6188","SmudgeBundle",4,53.3,213.2,2019-11-06
"6189","LoofahPack",5,12.1,60.5,2019-11-06
"6190","Package1",1,52.7,52.7,2019-11-06
"6191","BeeswaxCandle",1,27.2,27.2,2019-11-06
"6192","PackTeaCandles",2,8,16,2019-11-06
"6193","DreamPouch",2,18.8,37.6,2019-11-06
"6194","ParisPMirror",3,6.6,19.8,2019-11-06
"6195","MilanPMirror",1,5.7,5.7,2019-11-06
"6196","LoofahPack",1,29.4,29.4,2019-11-06
"6197","Package2",2,34.8,69.6,2019-11-06
"6198","Package3",4,34.9,139.6,2019-11-06
"6199","Package4",3,24.9,74.7,2019-11-06
"6200","Package5",4,24.8,99.2,2019-11-06
"6201","DriedBoquet1",1,49.5,49.5,2019-11-07
"6202","DriedBoquet2",3,41,123,2019-11-07
"6203","EucalyptSmudge",5,15.6,78,2019-11-07
"6204","SageSmudge",1,16.3,16.3,2019-11-07
"6205","RosePotpourri",1,12,12,2019-11-07
"6206","CDiskBamboo",4,29,116,2019-11-07
"6207","CDiskCoconut",3,26.9,80.7,2019-11-07
"6208","SmudgeBundle",4,53.3,213.2,2019-11-07
"6209","LoofahPack",5,12.1,60.5,2019-11-07
"6210","Package1",1,52.7,52.7,2019-11-07
"6211","BeeswaxCandle",1,27.2,27.2,2019-11-07
"6212","PackTeaCandles",2,8,16,2019-11-07
"6213","DreamPouch",2,18.8,37.6,2019-11-07
"6214","ParisPMirror",3,6.6,19.8,2019-11-07
"6215","MilanPMirror",1,5.7,5.7,2019-11-07
"6216","LoofahPack",1,29.4,29.4,2019-11-07
"6217","Package2",2,34.8,69.6,2019-11-07
"6218","Package3",4,34.9,139.6,2019-11-07
"6219","Package4",3,24.9,74.7,2019-11-07
"6220","Package5",4,24.8,99.2,2019-11-07
"6221","DriedBoquet1",1,49.5,49.5,2019-11-08
"6222","DriedBoquet2",3,41,123,2019-11-08
"6223","EucalyptSmudge",5,15.6,78,2019-11-08
"6224","SageSmudge",1,16.3,16.3,2019-11-08
"6225","RosePotpourri",1,12,12,2019-11-08
"6226","CDiskBamboo",4,29,116,2019-11-08
"6227","CDiskCoconut",3,26.9,80.7,2019-11-08
"6228","SmudgeBundle",4,53.3,213.2,2019-11-08
"6229","LoofahPack",5,12.1,60.5,2019-11-08
"6230","Package1",1,52.7,52.7,2019-11-08
"6231","BeeswaxCandle",1,27.2,27.2,2019-11-08
"6232","PackTeaCandles",2,8,16,2019-11-08
"6233","DreamPouch",2,18.8,37.6,2019-11-08
"6234","ParisPMirror",3,6.6,19.8,2019-11-08
"6235","MilanPMirror",1,5.7,5.7,2019-11-08
"6236","LoofahPack",1,29.4,29.4,2019-11-08
"6237","Package2",2,34.8,69.6,2019-11-08
"6238","Package3",4,34.9,139.6,2019-11-08
"6239","Package4",3,24.9,74.7,2019-11-08
"6240","Package5",4,24.8,99.2,2019-11-08
"6241","DriedBoquet1",1,49.5,49.5,2019-11-09
"6242","DriedBoquet2",3,41,123,2019-11-09
"6243","EucalyptSmudge",5,15.6,78,2019-11-09
"6244","SageSmudge",1,16.3,16.3,2019-11-09
"6245","RosePotpourri",1,12,12,2019-11-09
"6246","CDiskBamboo",4,29,116,2019-11-09
"6247","CDiskCoconut",3,26.9,80.7,2019-11-09
"6248","SmudgeBundle",4,53.3,213.2,2019-11-09
"6249","LoofahPack",5,12.1,60.5,2019-11-09
"6250","Package1",1,52.7,52.7,2019-11-09
"6251","BeeswaxCandle",1,27.2,27.2,2019-11-09
"6252","PackTeaCandles",2,8,16,2019-11-09
"6253","DreamPouch",2,18.8,37.6,2019-11-09
"6254","ParisPMirror",3,6.6,19.8,2019-11-09
"6255","MilanPMirror",1,5.7,5.7,2019-11-09
"6256","LoofahPack",1,29.4,29.4,2019-11-09
"6257","Package2",2,34.8,69.6,2019-11-09
"6258","Package3",4,34.9,139.6,2019-11-09
"6259","Package4",3,24.9,74.7,2019-11-09
"6260","Package5",4,24.8,99.2,2019-11-09
"6261","DriedBoquet1",1,49.5,49.5,2019-11-10
"6262","DriedBoquet2",3,41,123,2019-11-10
"6263","EucalyptSmudge",5,15.6,78,2019-11-10
"6264","SageSmudge",1,16.3,16.3,2019-11-10
"6265","RosePotpourri",1,12,12,2019-11-10
"6266","CDiskBamboo",4,29,116,2019-11-10
"6267","CDiskCoconut",3,26.9,80.7,2019-11-10
"6268","SmudgeBundle",4,53.3,213.2,2019-11-10
"6269","LoofahPack",5,12.1,60.5,2019-11-10
"6270","Package1",1,52.7,52.7,2019-11-10
"6271","BeeswaxCandle",1,27.2,27.2,2019-11-10
"6272","PackTeaCandles",2,8,16,2019-11-10
"6273","DreamPouch",2,18.8,37.6,2019-11-10
"6274","ParisPMirror",3,6.6,19.8,2019-11-10
"6275","MilanPMirror",1,5.7,5.7,2019-11-10
"6276","LoofahPack",1,29.4,29.4,2019-11-10
"6277","Package2",2,34.8,69.6,2019-11-10
"6278","Package3",4,34.9,139.6,2019-11-10
"6279","Package4",3,24.9,74.7,2019-11-10
"6280","Package5",4,24.8,99.2,2019-11-10
"6281","DriedBoquet1",1,49.5,49.5,2019-11-11
"6282","DriedBoquet2",3,41,123,2019-11-11
"6283","EucalyptSmudge",5,15.6,78,2019-11-11
"6284","SageSmudge",1,16.3,16.3,2019-11-11
"6285","RosePotpourri",1,12,12,2019-11-11
"6286","CDiskBamboo",4,29,116,2019-11-11
"6287","CDiskCoconut",3,26.9,80.7,2019-11-11
"6288","SmudgeBundle",4,53.3,213.2,2019-11-11
"6289","LoofahPack",5,12.1,60.5,2019-11-11
"6290","Package1",1,52.7,52.7,2019-11-11
"6291","BeeswaxCandle",1,27.2,27.2,2019-11-11
"6292","PackTeaCandles",2,8,16,2019-11-11
"6293","DreamPouch",2,18.8,37.6,2019-11-11
"6294","ParisPMirror",3,6.6,19.8,2019-11-11
"6295","MilanPMirror",1,5.7,5.7,2019-11-11
"6296","LoofahPack",1,29.4,29.4,2019-11-11
"6297","Package2",2,34.8,69.6,2019-11-11
"6298","Package3",4,34.9,139.6,2019-11-11
"6299","Package4",3,24.9,74.7,2019-11-11
"6300","Package5",4,24.8,99.2,2019-11-11
"6301","DriedBoquet1",1,49.5,49.5,2019-11-12
"6302","DriedBoquet2",3,41,123,2019-11-12
"6303","EucalyptSmudge",5,15.6,78,2019-11-12
"6304","SageSmudge",1,16.3,16.3,2019-11-12
"6305","RosePotpourri",1,12,12,2019-11-12
"6306","CDiskBamboo",4,29,116,2019-11-12
"6307","CDiskCoconut",3,26.9,80.7,2019-11-12
"6308","SmudgeBundle",4,53.3,213.2,2019-11-12
"6309","LoofahPack",5,12.1,60.5,2019-11-12
"6310","Package1",1,52.7,52.7,2019-11-12
"6311","BeeswaxCandle",1,27.2,27.2,2019-11-12
"6312","PackTeaCandles",2,8,16,2019-11-12
"6313","DreamPouch",2,18.8,37.6,2019-11-12
"6314","ParisPMirror",3,6.6,19.8,2019-11-12
"6315","MilanPMirror",1,5.7,5.7,2019-11-12
"6316","LoofahPack",1,29.4,29.4,2019-11-12
"6317","Package2",2,34.8,69.6,2019-11-12
"6318","Package3",4,34.9,139.6,2019-11-12
"6319","Package4",3,24.9,74.7,2019-11-12
"6320","Package5",4,24.8,99.2,2019-11-12
"6321","DriedBoquet1",1,49.5,49.5,2019-11-13
"6322","DriedBoquet2",3,41,123,2019-11-13
"6323","EucalyptSmudge",5,15.6,78,2019-11-13
"6324","SageSmudge",1,16.3,16.3,2019-11-13
"6325","RosePotpourri",1,12,12,2019-11-13
"6326","CDiskBamboo",4,29,116,2019-11-13
"6327","CDiskCoconut",3,26.9,80.7,2019-11-13
"6328","SmudgeBundle",4,53.3,213.2,2019-11-13
"6329","LoofahPack",5,12.1,60.5,2019-11-13
"6330","Package1",1,52.7,52.7,2019-11-13
"6331","BeeswaxCandle",1,27.2,27.2,2019-11-13
"6332","PackTeaCandles",2,8,16,2019-11-13
"6333","DreamPouch",2,18.8,37.6,2019-11-13
"6334","ParisPMirror",3,6.6,19.8,2019-11-13
"6335","MilanPMirror",1,5.7,5.7,2019-11-13
"6336","LoofahPack",1,29.4,29.4,2019-11-13
"6337","Package2",2,34.8,69.6,2019-11-13
"6338","Package3",4,34.9,139.6,2019-11-13
"6339","Package4",3,24.9,74.7,2019-11-13
"6340","Package5",4,24.8,99.2,2019-11-13
"6341","DriedBoquet1",1,49.5,49.5,2019-11-14
"6342","DriedBoquet2",3,41,123,2019-11-14
"6343","EucalyptSmudge",5,15.6,78,2019-11-14
"6344","SageSmudge",1,16.3,16.3,2019-11-14
"6345","RosePotpourri",1,12,12,2019-11-14
"6346","CDiskBamboo",4,29,116,2019-11-14
"6347","CDiskCoconut",3,26.9,80.7,2019-11-14
"6348","SmudgeBundle",4,53.3,213.2,2019-11-14
"6349","LoofahPack",5,12.1,60.5,2019-11-14
"6350","Package1",1,52.7,52.7,2019-11-14
"6351","BeeswaxCandle",1,27.2,27.2,2019-11-14
"6352","PackTeaCandles",2,8,16,2019-11-14
"6353","DreamPouch",2,18.8,37.6,2019-11-14
"6354","ParisPMirror",3,6.6,19.8,2019-11-14
"6355","MilanPMirror",1,5.7,5.7,2019-11-14
"6356","LoofahPack",1,29.4,29.4,2019-11-14
"6357","Package2",2,34.8,69.6,2019-11-14
"6358","Package3",4,34.9,139.6,2019-11-14
"6359","Package4",3,24.9,74.7,2019-11-14
"6360","Package5",4,24.8,99.2,2019-11-14
"6361","DriedBoquet1",1,49.5,49.5,2019-11-15
"6362","DriedBoquet2",3,41,123,2019-11-15
"6363","EucalyptSmudge",5,15.6,78,2019-11-15
"6364","SageSmudge",1,16.3,16.3,2019-11-15
"6365","RosePotpourri",1,12,12,2019-11-15
"6366","CDiskBamboo",4,29,116,2019-11-15
"6367","CDiskCoconut",3,26.9,80.7,2019-11-15
"6368","SmudgeBundle",4,53.3,213.2,2019-11-15
"6369","LoofahPack",5,12.1,60.5,2019-11-15
"6370","Package1",1,52.7,52.7,2019-11-15
"6371","BeeswaxCandle",1,27.2,27.2,2019-11-15
"6372","PackTeaCandles",2,8,16,2019-11-15
"6373","DreamPouch",2,18.8,37.6,2019-11-15
"6374","ParisPMirror",3,6.6,19.8,2019-11-15
"6375","MilanPMirror",1,5.7,5.7,2019-11-15
"6376","LoofahPack",1,29.4,29.4,2019-11-15
"6377","Package2",2,34.8,69.6,2019-11-15
"6378","Package3",4,34.9,139.6,2019-11-15
"6379","Package4",3,24.9,74.7,2019-11-15
"6380","Package5",4,24.8,99.2,2019-11-15
"6381","DriedBoquet1",1,49.5,49.5,2019-11-16
"6382","DriedBoquet2",3,41,123,2019-11-16
"6383","EucalyptSmudge",5,15.6,78,2019-11-16
"6384","SageSmudge",1,16.3,16.3,2019-11-16
